bank,district,state,blood_group,short_units
Lakshmi blood centre Tirunelveli,Tirunelveli,Tamil Nadu,O-,1
Karpaga Vinayaga Institute Of Medical Science And Research Cent,Kanchipuram,Tamil Nadu,O-,7
Government Tirunelveli Medical College And Hospital,Tirunelveli,Tamil Nadu,O-,3
"BLOOD CENTRE GOVERMENT SIVAGANGAI MEDICAL COLLEGE AND HOSPITAL,SIVAGANGAI",Sivaganga,Tamil Nadu,O-,2
Virudhunagar Hindu Nadar V. Dhanasamy Parimala Devi Medical Trust,Virudhunagar,Tamil Nadu,O-,6
Apollo Hospital Enterprises Ltd,Chennai,Tamil Nadu,O-,4
"Meenakshi Blood Centre, (Run By Ayyamperumal And K. Dakshinamoorthy Trust)",Pudukkottai,Tamil Nadu,O-,7
SRIKAMATCHI MEDICAL CENTRE (A UNIT OF SRI VASUDEVAPERUMAL HELATHCARE PRIVATE LIMITED),Thanjavur,Tamil Nadu,O-,3
"Government Medical College And Hospital, Ramanathapuram",Ramanathapuram,Tamil Nadu,O-,7
Kauvery Hospital Blood Centre,Salem,Tamil Nadu,O-,5
DINDIGUL BLOOD CENTER,Dindigul,Tamil Nadu,O-,5
Sir Ivan Stedeford Hospital,Chennai,Tamil Nadu,O-,1
"Government Medical College Hospital, Dindigul",Dindigul,Tamil Nadu,O-,1
W. Bro. V. Surendranath Reddy Memorial Trust (Masonic Blood Centre),Vellore,Tamil Nadu,O-,6
Meenakshi Medical College Hospital And Research Institute,Kanchipuram,Tamil Nadu,O-,6
Government Hospital Blood Bank  Kodaikanal,Dindigul,Tamil Nadu,O-,7
Lions Blood Centre Hosur Sipcot Run By Lions Club Of Hosur Sipcot Blood Bank Charitable Trust,Krishnagiri,Tamil Nadu,O-,2
Government Theni Medical College And Hospital,Theni,Tamil Nadu,O-,1
Government Mohankumaramangalam Medical College Hospital,Salem,Tamil Nadu,O-,1
Saveetha Medical College And Hospital (A Unit Of Saveetha Institute Of Medical And Technical Science,Chennai,Tamil Nadu,O-,1
Government Kamaraj Hospital. Chidambaram,Cuddalore,Tamil Nadu,O-,6
Annapoorana Medical College And Hospitals Blood Bank,Salem,Tamil Nadu,O-,7
Dr. Rela Institute And Medical Centre City - Chennai,Chennai,Tamil Nadu,O-,7
Medway Hospitals Blood Centre A Unit Of United Alliance Health Care Pvt Ltd,Chennai,Tamil Nadu,O-,5
"Government District Head Quaters Hospital , Rasipuram",Namakkal,Tamil Nadu,O-,6
Sai Fertility Centre And Hospital Blood Centre,Chengalpattu,Tamil Nadu,O-,6
Sree Venkateswara Blood Bank,Chennai,Tamil Nadu,O-,7
MGM Healthcare Private Limited Blood Centre Adyar,Chennai,Tamil Nadu,O-,3
"M/S Annaii Medical College And Hospital,A Unit Of Sri Devi Karumariamman Education Trust",Kanchipuram,Tamil Nadu,O-,6
"Government Hospital, Rajapalayam",Virudhunagar,Tamil Nadu,O-,4
Vikram Blood Bank And Component Centre,Theni,Tamil Nadu,O-,1
Govt Head Quarters Hospital Blood Center Aruppukottai,Virudhunagar,Tamil Nadu,O-,5
Sree Balaji Medical College And Hospital Blood Centre,Kanchipuram,Tamil Nadu,O-,6
Government Periyar Hospital Mayiladuthurai,Mayiladuthurai,Tamil Nadu,O-,6
Government Medical College Hospital Tiruvannamalai,Tiruvannamalai,Tamil Nadu,O-,2
Government District Head Quarters Hospital Cheyyar,Tiruvannamalai,Tamil Nadu,O-,4
Arunai Medical College And Hospital,Tiruvannamalai,Tamil Nadu,O-,6
Life Line Blood Centre Tiruchendur,Thoothukkudi,Tamil Nadu,O-,5
Government Medical College And Hospital Dharmapuri,Dharmapuri,Tamil Nadu,O-,7
Velammal Blood Centre,Madurai,Tamil Nadu,O-,7
"Government Raja Mirasudhar Hospital,Thanjavur",Thanjavur,Tamil Nadu,O-,3
Life Line Blood Centre And Research Centre (Run By Subashtika Charitable Society),Tirunelveli,Tamil Nadu,O-,7
"Government Headquarters Hospital, Tenkasi",Tenkasi,Tamil Nadu,O-,5
"Government Aringnar Anna Memorial Cancer Hospital,",Kanchipuram,Tamil Nadu,O-,5
Government Medical College And Hospital Tiruppur,Tiruppur,Tamil Nadu,O-,4
Marthandam Voluntary Blood Centre,Kanyakumari,Tamil Nadu,O-,1
Sivaramji Blood Centre (Unit Of Janaseva Trust),Salem,Tamil Nadu,O-,5
Maruthi Blood Bank With Component Centre,Dharmapuri,Tamil Nadu,O-,6
K.S.M. Blood Centre (Run By Maruti Charitable Trust),Salem,Tamil Nadu,O-,7
Government Nagapattinam Medical College And Hospital,Nagapattinam,Tamil Nadu,O-,4
Ima Rotary Masonic Midtown Mahaveer Blood Centre,Coimbatore,Tamil Nadu,O-,7
"A.C.S. General Hospital Blood Centre, (Run By Dr.M.G.R. Educational Reaserch Institute)",Chennai,Tamil Nadu,O-,4
Jeevan Blood Centre Coimbatore,Coimbatore,Tamil Nadu,O-,7
Vs Blood Centre,Chennai,Tamil Nadu,O-,2
Dr. Kamakshi Memorial Blood Bank And Blood Components Research Centre,Chennai,Tamil Nadu,O-,5
"Government Medical College And Hospital, Karur",Karur,Tamil Nadu,O-,4
"Government Hospital, Aranthangi",Pudukkottai,Tamil Nadu,O-,6
Goverment District Headquarters Hospital Manapari,Tiruchirappalli,Tamil Nadu,O-,6
"Government Head Quarters Hospital, Usilampatti",Madurai,Tamil Nadu,O-,5
Kmch Specialty Hospital Blood Bank Unit Of Kovai Medical Centre And Hospital Ltd,Erode,Tamil Nadu,O-,7
Athma Blood Centre A Unit Of Trisoul Health And Educational Charitable Trust,Tiruvannamalai,Tamil Nadu,O-,6
"Government Hospital, Dharapuram",Tiruppur,Tamil Nadu,O-,7
Government Kilpauk Medical College Hospital,Chennai,Tamil Nadu,O-,2
"Government Hospital, Pattukottai",Thanjavur,Tamil Nadu,O-,7
G. Kuppusamy Naidu Memorial Hospital,Coimbatore,Tamil Nadu,O-,1
Government Medical College And Hospital Ariyalur,Ariyalur,Tamil Nadu,O-,2
"Government Head Quarters Hospital, Kanchipuram",Kanchipuram,Tamil Nadu,O-,5
Chennai Blood Centre,Chennai,Tamil Nadu,O-,5
Karur Volantary Blood Bank Laboratary Services Run By Karur Medical Service Trust,Karur,Tamil Nadu,O-,4
Dhanalakshmi Srinivasan Medical College And Hospital Blood Centre,Perambalur,Tamil Nadu,O-,7
"Government Medical College And Hospital, Kallakurichi",Kallakurichi,Tamil Nadu,O-,4
Salem Blood Centre,Salem,Tamil Nadu,O-,6
RAINBOW BLOOD CENTRE TRICHY,Tiruchirappalli,Tamil Nadu,O-,7
Ms. Madurai Voluntary Blood Bank And Research Centre,Madurai,Tamil Nadu,O-,6
PSG Hospitals,Coimbatore,Tamil Nadu,O-,3
Dr. Jayasekaran Medical Trust And Nursing Home,Kanyakumari,Tamil Nadu,O-,5
"Government Hospital, Tindivanam",Viluppuram,Tamil Nadu,O-,6
"Government Hospital, Gudiyatham",Vellore,Tamil Nadu,O-,6
"Government Head Quarters Hospital, Mettur Dam",Salem,Tamil Nadu,O-,5
J R Medical College And Hospital,Viluppuram,Tamil Nadu,O-,7
Victory Blood Centre,Tiruchirappalli,Tamil Nadu,O-,6
Blood Centre Government Hospital Ponneri,Thiruvallur,Tamil Nadu,O-,7
"Government Head Quarters Hospital,Periyakulam",Theni,Tamil Nadu,O-,6
Kumaran Medical Center Blood Bank,Coimbatore,Tamil Nadu,O-,4
Kanakesa Thevar Memorial Hospital Blood Centre,Thanjavur,Tamil Nadu,O-,4
Government Royapettah Hospital,Chennai,Tamil Nadu,O-,5
Blood centre Apollo KH Hospital Melvisharam,Ranipet,Tamil Nadu,O-,6
Tagore Medical College Hospital,Chengalpattu,Tamil Nadu,O-,7
Government Hospital Arakkonam,Ranipet,Tamil Nadu,O-,7
Crescent Blood And Research Centre,Ramanathapuram,Tamil Nadu,O-,7
Friends Blood Centre,Tiruchirappalli,Tamil Nadu,O-,7
"Government Hospital, Gudalur",The Nilgiris,Tamil Nadu,O-,7
Melmaruvathur Adiparasakthi Institute Of Medical Sciences And Research,Chengalpattu,Tamil Nadu,O-,6
"Government Hospital, Ambur",Tirupattur,Tamil Nadu,O-,7
Kumaran Blood Centre,Chennai,Tamil Nadu,O-,6
Udumalpet Indian Medical Association Rotary Blood Centre,Tiruppur,Tamil Nadu,O-,6
Kr Blood Centre,Coimbatore,Tamil Nadu,O-,7
Uyirthuli Blood Bank And Research Centre Run By Annai Medical And Educational Charitable Trust,Kallakurichi,Tamil Nadu,O-,5
Hindu Mission Hospital,Kanchipuram,Tamil Nadu,O-,6
Vadamalayan Blood Centre,Madurai,Tamil Nadu,O-,4
Kauvery Blood Centre,Chennai,Tamil Nadu,O-,5
Srm Institutes For Medical Science,Chennai,Tamil Nadu,O-,4
Gleneagles Health City Blood Centre,Chennai,Tamil Nadu,O-,1
"Government Erode Medical College And Hospital, Perundurai",Erode,Tamil Nadu,O-,7
Sankara Blood Centre Run By Shri Sankara Kripa Educational And Medical Trust,Kanchipuram,Tamil Nadu,O-,4
Sri Kaalli Blood Centre Thanjavur,Thanjavur,Tamil Nadu,O-,5
Panimalar Medical College Hospital And Research Institute Blood Centre,Thiruvallur,Tamil Nadu,O-,5
Madha Medical College And Hospirtal Blood Centre,Kanchipuram,Tamil Nadu,O-,6
M/S Bhaarath Medical College Hospital,Chengalpattu,Tamil Nadu,O-,2
National Voluntary Blood Centre,Chennai,Tamil Nadu,O-,2
Indian Voluntary Blood Bank Run By Maatrram Educational Charitable Trust,Chennai,Tamil Nadu,O-,5
Sivan Blood Centre (Lakshmiammal Memorial Trust),Madurai,Tamil Nadu,O-,7
Sks Hospital Blood Bank,Salem,Tamil Nadu,O-,7
Gvn Riverside Hospital Blood Center,Tiruchirappalli,Tamil Nadu,O-,6
International Centre For Cardio Thoracic And Vascular Diseases,Chennai,Tamil Nadu,O-,7
Revathi Medical Centre Blood Centre,Tiruppur,Tamil Nadu,O-,6
Government Hospital Sirkazhi,Mayiladuthurai,Tamil Nadu,O-,6
Alangulam Blood Centre And Blood Component Centre,Tenkasi,Tamil Nadu,O-,6
Avm Hospital Blood Centre,Thoothukkudi,Tamil Nadu,O-,6
Annai Blood Centre (Run By Annai Medical Trust),Tenkasi,Tamil Nadu,O-,7
Hosur Blood Centre,Krishnagiri,Tamil Nadu,O-,5
Doctors Blood Centre And Research Centre (Run By Ddc Charitable Trust),Tiruchirappalli,Tamil Nadu,O-,7
Bestow Blood Centre Run By Raising Hands Charitable Trust,Tiruchirappalli,Tamil Nadu,O-,7
Government Thoothukudi Medical College And Hospital,Thoothukkudi,Tamil Nadu,O-,5
"Government District Head Quarters Hospital, Wallajah",Ranipet,Tamil Nadu,O-,6
Tamilnadu Voluntary Blood Centre,Dindigul,Tamil Nadu,O-,6
Apollo Specialty Hospital Blood Centre Madurai,Madurai,Tamil Nadu,O-,7
Goverment Hospital Vaniyambadi,Tirupattur,Tamil Nadu,O-,7
Christian Fellowship Hospital Blood Centre,Dindigul,Tamil Nadu,O-,7
St Joseph Hospital,Dindigul,Tamil Nadu,O-,7
Vels Medical College And Hospital,Thiruvallur,Tamil Nadu,O-,5
Blood Centre Vadamalayan Hospitals Pvt Ltd,Dindigul,Tamil Nadu,O-,1
Apollo Hospitals (Run By Apollo Hospitals Educational Trust),Thiruvallur,Tamil Nadu,O-,5
Sri Kaalli Blood Centre,Thanjavur,Tamil Nadu,O-,3
Sanjeevan Voluntary Blood Centre,Chennai,Tamil Nadu,O-,6
"Bharath Heavy Electricals Ltd. ( Main Hospital), Kailasapuram",Tiruchirappalli,Tamil Nadu,O-,7
Kauvery Regional Blood Centre,Chennai,Tamil Nadu,O-,7
Maga Blood Bank Run By Maga Health And Educational Trust,Salem,Tamil Nadu,O-,7
Government Hospital Gopichettipalayam,Erode,Tamil Nadu,O-,2
Indian Blood Centre,Dindigul,Tamil Nadu,O-,3
Meenakshi Hospital Blood Centre,Thanjavur,Tamil Nadu,O-,1
Pranadhara Blood Center,Nizamabad,Telangana,O-,7
Mamata General Hospital Blood Centre,Khammam,Telangana,O-,7
BLOOD CENTRE GOVT GENERAL HOSPITAL NRPT,Narayanpet,Telangana,O-,7
SRI SAHASRA BLOOD CENTRE,Medchal Malkajgiri,Telangana,O-,7
Abhaya Blood Centre,Rangareddy,Telangana,O-,6
Aarushi Blood Centre,Nagarkurnool,Telangana,O-,7
Sri Anjaniputhra Blood Centre,Medchal Malkajgiri,Telangana,O-,5
Owasi Hospital And Research Centre Blood Centre,Hyderabad,Telangana,O-,6
GGH SANGAREDDY BLOODCENTER,Sangareddy,Telangana,O-,7
Mithra Blood Centre( A Unit Of Jeevanajyothi Seva Sangam),Siddipet,Telangana,O-,5
District Mahabubabad.Ggh Hospital Blood Bank,Mahabubabad,Telangana,O-,7
Life Voluntary Blood Centre,Sangareddy,Telangana,O-,7
Employees State Insurance Corporation Medical College Hospital Blood Centre,Hyderabad,Telangana,O-,2
Govt.General Hospital Nizamabad,Nizamabad,Telangana,O-,5
Govt. General Hospital Blood Centre Siddipet,Siddipet,Telangana,O-,3
Kbs Kamareddy Blood Centre,Kamareddy,Telangana,O-,7
Rajiv Gandhi Institute of Medical Sciences  Blood Bank,Adilabad,Telangana,O-,6
District Nirmal Ggh Hospital Blood Bank,Nirmal,Telangana,O-,7
Mehdi Nawaz Jung Institute of Oncology & Regional Cancer Center,Hyderabad,Telangana,O-,6
Care Hospital Blood Centre,Hyderabad,Telangana,O-,1
IMA Telangana State Mrs.Shachi D Bhanushali Blood Centre,Hyderabad,Telangana,O-,7
AREA HOSPITAL BLOOD BANK BHADRACHALAM,Bhadradri Kothagudem,Telangana,O-,7
Kalavathi Voluntary Blood Centre,Adilabad,Telangana,O-,7
Aster Prime Hospital Blood Center,Hyderabad,Telangana,O-,7
Deccans Blood Centre,Hyderabad,Telangana,O-,7
Life Care Blood Centre,Karimnagar,Telangana,O-,7
Aaraadhya Blood Centre,Medchal Malkajgiri,Telangana,O-,6
District Ramagundam Ggh Hospital Blood Bank,Peddapalli,Telangana,O-,7
Aditya Blood Centre,Hyderabad,Telangana,O-,7
Thalassemia And Sickle Cell Society Uppala Venkaiah Memorial Blood Centre,Rangareddy,Telangana,O-,6
Cmr Institute Of Medical Sciences And Hospital,Medchal Malkajgiri,Telangana,O-,7
Vidura Voluntary Blood Centre,Khammam,Telangana,O-,7
Rithanya Voluntary Blood Centre,Khammam,Telangana,O-,7
Vikarabad Blood Centre,Vikarabad,Telangana,O-,6
Thalassemia Rakshita Voluntary Blood Centre,Hyderabad,Telangana,O-,6
Pride Voluntary Blood Center,Rangareddy,Telangana,O-,7
"Indian Red Cross Society District Branch, Mahabubnagar",Mahbubnagar,Telangana,O-,7
"GANDHI HOSPITAL BLOOD CENTRE, Musheerabad Secunderabad",Hyderabad,Telangana,O-,3
Care Hospital,Hyderabad,Telangana,O-,7
Aayushmaan Blood Centre,Medak,Telangana,O-,7
Aarogya Blood Centre,Mahbubnagar,Telangana,O-,5
NIMS Blood Bank,Hyderabad,Telangana,O-,6
Aarohi Blood Centre,Hyderabad,Telangana,O-,3
Sree Balaji Blood Centre,Sangareddy,Telangana,O-,5
Save Life Blood Centre A Unit Of New Life To Save Lives Society,Hyderabad,Telangana,O-,7
Pranaam Blood Centre,Rangareddy,Telangana,O-,7
Maheshwara Medical College And Maheshwara Hospital (Alleti Shrunitha Educational Society),Sangareddy,Telangana,O-,7
Helping Hands Blood Centre,Rangareddy,Telangana,O-,7
Narayanpet Blood Centre A Unit Of Thalassemia Support Society,Narayanpet,Telangana,O-,6
Citizens Hospital Blood Centre,Rangareddy,Telangana,O-,6
Apollo Hospitals,Hyderabad,Telangana,O-,7
Rainbow Hospital Blood Centre,Hyderabad,Telangana,O-,6
Nova Care Blood Centre,Khammam,Telangana,O-,7
"MAHATHMA GANDHI MEMORIAL HOSPITAL BLOOD CENTRE, Warangal",Warangal,Telangana,O-,6
KIMS SUNSHINE HOSPITALS. A UNIT OF SARVEJANA HEALTH CARE PVT LTD,Hyderabad,Telangana,O-,7
Mediciti Institute Of Medical Sciences Blood Centre,Medchal Malkajgiri,Telangana,O-,7
Ntr Memorial Trust Blood Centre,Hyderabad,Telangana,O-,7
Sri Tirumala Hospital Blood Centre,Suryapet,Telangana,O-,4
Olive Hospital Blood Centre,Hyderabad,Telangana,O-,5
Radnya Blood Centre,Jagtial,Telangana,O-,7
Spandana Blood Centre,Karimnagar,Telangana,O-,7
Svs Medical College Hospital Blood Centre  (Svs Educational Society),Mahbubnagar,Telangana,O-,5
Suryapet Blood Center,Nalgonda,Telangana,O-,6
Msn Blood Centre,Medchal Malkajgiri,Telangana,O-,7
Prathima Institute Of Medical Sciences Blood Centre,Karimnagar,Telangana,O-,7
district hospital wanaparthy,Wanaparthy,Telangana,O-,7
Life  Blood Centre,Rangareddy,Telangana,O-,7
Arogya Voluntary Blood Centre,Karimnagar,Telangana,O-,6
New Suchitra Blood Centre,Medchal Malkajgiri,Telangana,O-,5
District Bhupalpally  Ggh Hospital Blood Bank,Jayashankar Bhupalpally,Telangana,O-,6
Pace Hospitals Blood Centre,Hyderabad,Telangana,O-,7
Aayushmaan Blood Centre (A Unit of Aayushmaan Society),Siddipet,Telangana,O-,7
Aarogya Voluntary Blood Centre,Medchal Malkajgiri,Telangana,O-,7
Praja Blood Centre,Karimnagar,Telangana,O-,7
M/S Sindhu Hospitals Blood Center (Sai Sindhu Foundation),Rangareddy,Telangana,O-,3
M/S.Kims Hospital Blood Centre,Rangareddy,Telangana,O-,7
Akshaya Blood Centre,Medchal Malkajgiri,Telangana,O-,4
Mamata Academy Of Medical Sciences,Medchal Malkajgiri,Telangana,O-,5
MAHADEVA VOLUNTARY BLOOD CENTRE,Warangal,Telangana,O-,7
Mallareddy Medical College And Mallareddy General Hospital Blood Centre,Medchal Malkajgiri,Telangana,O-,6
Omega Hospital Blood Centre,Rangareddy,Telangana,O-,7
Sanjeevani Blood Centre,Hanumakonda,Telangana,O-,7
Mother Vol,Warangal,Telangana,O-,7
Chalmada Ananda Rao Institute Of Medical Sciences Blood Centre,Karimnagar,Telangana,O-,7
Yashoda Hospital Blood Centre,Hyderabad,Telangana,O-,5
Nizamabad  Blood Centre,Nizamabad,Telangana,O-,7
Kamineni Hospitals Blood Center,Hyderabad,Telangana,O-,1
Janani Voluntary Blood Centre Lakdipool,Hyderabad,Telangana,O-,7
Mgr Voluntary Blood Centre,Karimnagar,Telangana,O-,7
Government Maternity Hospital Blood Centre,Hanumakonda,Telangana,O-,3
Orugallu Voluntary Blood Centre,Warangal,Telangana,O-,7
Jeevandhara Voluntary Blood Centre,Kumaram Bheem Asifabad,Telangana,O-,7
Telangana Voluntary Blood Centre,Warangal,Telangana,O-,5
"Apollo Reach Hospitals, Blood Centre",Karimnagar,Telangana,O-,6
M/S.Shri P.V.Narasimha Rao Memorial Charitable Trust Blood Centre,Siddipet,Telangana,O-,7
NILOUFER HOSPITAL FOR WOMEN AND CHILDREN,Hyderabad,Telangana,O-,2
Basavatarakam Indo American Cancer Institute And Research Centre Blood Centre,Hyderabad,Telangana,O-,5
"Indian Red Cross Blood Bank, Nizamabad",Nizamabad,Telangana,O-,3
Nandi Blood Centre,Medchal Malkajgiri,Telangana,O-,7
"Govt.District Hqrs Hospital Blood Bank,Karimnagar",Karimnagar,Telangana,O-,7
Chc Community Health Centre Blood Centre Shadnagar,Rangareddy,Telangana,O-,7
Arundhathi Hospital Blood Center,Medchal Malkajgiri,Telangana,O-,7
Rudra Blood Centre,Nalgonda,Telangana,O-,7
Raksha Blood Centre,Nalgonda,Telangana,O-,6
Srividya Blood Center,Rangareddy,Telangana,O-,7
Indian Red Cross Society Blood Bank Bhadrachalam,Bhadradri Kothagudem,Telangana,O-,7
BLOOD CENTRE GOVERNMENT GENERAL HOSPITAL KHAMMAM,Khammam,Telangana,O-,1
"Government General Hospital, Blood Centre, Rajanna Sircilla",Rajanna Sircilla,Telangana,O-,5
BLOOD CENTRE AGMC AND GBP HOSPITAL,West Tripura,Tripura,O-,5
"District Hospital, Dhalai, Kulai, Blood Centre",Dhalai,Tripura,O-,6
MAA LAXMI CHARITABLE BLOOD CENTRE,Ghaziabad,Uttar Pradesh,O-,5
Rajarshi Dashrath Autonomous State Medical College Hospital Blood Centre,Ayodhya,Uttar Pradesh,O-,5
Rampur Charitable Blood Centre,Rampur,Uttar Pradesh,O-,7
Lokhitam  Charitable Blood Center,Agra,Uttar Pradesh,O-,7
Dr. B.S. Kushwah Institute Of  Medical Sciences Blood Centre,Kanpur Nagar,Uttar Pradesh,O-,5
Blood Centre Ruhelkhand Medical College,Bareilly,Uttar Pradesh,O-,2
Leelawati Charitable Blood Centre,Aligarh,Uttar Pradesh,O-,6
Om Charitable Blood Centre,Agra,Uttar Pradesh,O-,7
Blood Centre Uma Shankar Dixit District Hospital Unnao,Unnao,Uttar Pradesh,O-,7
Jai Maa Vaishno Charitable Blood Centre ( Run By Rashmi Memorial Charitable Trust ),Etawah,Uttar Pradesh,O-,5
Shri Ram Singh Multi Speciality Hospital (A Unit Of M/S Shri Ram Healthcare),Gautam Buddha Nagar,Uttar Pradesh,O-,7
K K Charitable Blood Centre,Balrampur,Uttar Pradesh,O-,7
Sangam Charitable Blood And Component Center,Bhadohi,Uttar Pradesh,O-,7
Brij Charitable Blood Centre,Mathura,Uttar Pradesh,O-,3
Noble Charitable Blood Centre,Meerut,Uttar Pradesh,O-,7
Blood Centre Brd Medical College,Gorakhpur,Uttar Pradesh,O-,5
Apana Blood Bank,Etawah,Uttar Pradesh,O-,7
"Shri Siddhi Vinayak Blood Centre (A Unit Of Shri Siddhi Vinayak Medical College And Hospital, Sambha",Sambhal,Uttar Pradesh,O-,7
Isha Hospital Blood Centre,Jaunpur,Uttar Pradesh,O-,6
Blood Bank Lakhimpur Charitable Blood Centre (Run By. Jeevan Dhara Kalyan Samiti),Lakhimpur Kheri,Uttar Pradesh,O-,5
Blood Bank Dist Hospital Hamirpur,Hamirpur,Uttar Pradesh,O-,6
"SARDAR VALLAV BHAI PATEL HOSPITAL,LALA LAJPAT RAI MEMORIAL MEDICAL COLLEGE",Meerut,Uttar Pradesh,O-,5
Blood Centre Guru Sri Gorakhnath,Gorakhpur,Uttar Pradesh,O-,6
Vinayak Charitable Blood Centre Agra,Agra,Uttar Pradesh,O-,6
Pacific Charitable Blood Centre,Balrampur,Uttar Pradesh,O-,7
Little Star Charitable Blood Centre,Lucknow,Uttar Pradesh,O-,5
World human organization  charitable blood centre Prayagraj,Prayagraj,Uttar Pradesh,O-,7
Life Care Charitable Blood Centre,Aligarh,Uttar Pradesh,O-,7
Kushinagar Charitable Blood Centre,Kushinagar,Uttar Pradesh,O-,5
Lok Bandhu Raj Narayan  Combined Hospital(Blood Centre) Lucknow,Lucknow,Uttar Pradesh,O-,7
Ayushman Charitable Blood & Component Centre Prayagraj,Prayagraj,Uttar Pradesh,O-,3
Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Uttar Pradesh,O-,6
National Capital Region Institute Of Medical Sciences Blood Centre,Meerut,Uttar Pradesh,O-,6
Blood Centre District Hospital Raebareli,Raebareli,Uttar Pradesh,O-,2
Blood Centre Metro Hospital,Gautam Buddha Nagar,Uttar Pradesh,O-,7
Mainpuri City Charitable Blood Centre,Mainpuri,Uttar Pradesh,O-,7
Radha Krishna Memorial Charitable Blood Centre,Etawah,Uttar Pradesh,O-,7
Autonomous State Medical College Blood Center,Shahjahanpur,Uttar Pradesh,O-,3
Veeragana Avantibai Lodhi Autonomous State Medical College Associated District Hospital Blood Center,Etah,Uttar Pradesh,O-,5
Gomti Hospital And Research Centre Pvt Ltd Blood Centre,Sultanpur,Uttar Pradesh,O-,6
Durgawati Blood Centre,Gorakhpur,Uttar Pradesh,O-,7
Ms. S R Charitable Blood Centre,Sitapur,Uttar Pradesh,O-,6
Brightstar Hospital Blood Centre,Moradabad,Uttar Pradesh,O-,7
Apna Charitable Blood Center,Gorakhpur,Uttar Pradesh,O-,7
Kailash Hospital Ltd. Blood Centre,Gautam Buddha Nagar,Uttar Pradesh,O-,7
Shri Ram Charitable Blood Centre,Agra,Uttar Pradesh,O-,6
Sewa Blood Centre,Basti,Uttar Pradesh,O-,1
Poornima Charitable Blood Centre,Mathura,Uttar Pradesh,O-,7
Agra Charitable Blood Center,Agra,Uttar Pradesh,O-,7
Jeevan Daan Charitable Blood Centre,Prayagraj,Uttar Pradesh,O-,7
Blood Bank District Hospital Bahraich,Bahraich,Uttar Pradesh,O-,7
D Stairs Charitable Blood Centre,Kanpur Nagar,Uttar Pradesh,O-,7
Shri Ram Murti Smarak  Institute Of Medical Sciences Blood Centre,Bareilly,Uttar Pradesh,O-,6
New Jeevan Charitable Blood Center,Gorakhpur,Uttar Pradesh,O-,5
Sanjeevani Blood Centre,Meerut,Uttar Pradesh,O-,5
Rsd Hospital And Research Centre Blood Centre,Moradabad,Uttar Pradesh,O-,6
Dr.Darshan Blood Centre,Meerut,Uttar Pradesh,O-,6
Blood Centre Dr. B.N. Behl,Shahjahanpur,Uttar Pradesh,O-,6
S.D Medical Institute And Research Centre Blood Centre Muzaffarnagar,Muzaffarnagar,Uttar Pradesh,O-,5
Maharani Laxmi Bai Medical College Jhansi,Jhansi,Uttar Pradesh,O-,5
Life Line Charitable Blood Centre,Gorakhpur,Uttar Pradesh,O-,5
